annotation_id,query_id,job_id,query_text,job_title,company,system_relevance_grade,annotator_1_grade,annotator_2_grade,adjudicated_grade,guideline
20260607_sbert_final_validation-ann-0166,sbert-v2-profile-04293,sbert-v2-job-b6b572c99336402dab73,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain digital marketing. Memiliki minat pada digital_marketing machine_learning, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Talent Acquisition Specialist - Teilzeit (m/w/d),buildlinx,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0167,sbert-v2-profile-04294,sbert-v2-job-7613438d7b8064a5c492,"Mahasiswa atau early-career candidate untuk Digital Marketing di domain software development. Memiliki minat pada machine_learning, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Working Student - Customer Support DACH,amboss,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0168,sbert-v2-profile-04295,sbert-v2-job-f0b856ff4fbf2ba82876,"Mahasiswa atau early-career candidate untuk Cloud Devops di domain ui ux product. Memiliki minat pada cloud it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Carrier Sales Representative,cloudtrucks,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0169,sbert-v2-profile-04296,sbert-v2-job-db2414f6de60bcec4caa,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Data Scientist, Market Ops",Tools for Humanity,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0170,sbert-v2-profile-04297,sbert-v2-job-c59802423012e1845bff,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",CTO Founder Associate - internship,alan,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0171,sbert-v2-profile-04298,sbert-v2-job-7d6c3e07833ffa7989ce,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Sales Development Representative,cubesoftware,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0172,sbert-v2-profile-04299,sbert-v2-job-815801a29246882a3e01,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Robotics Engineer Intern - Test & Validation,contoro,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0173,sbert-v2-profile-04300,sbert-v2-job-f81e06072b7a64af603e,"Mahasiswa atau early-career candidate untuk Machine Learning di domain software development. Memiliki minat pada machine_learning cloud data_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Simulation Engineer (Autonomous Driving),42dot,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0174,sbert-v2-profile-04301,sbert-v2-job-2b2d695ed1d27ffaa93e,"Mahasiswa atau early-career candidate untuk Cloud Devops di domain software development. Memiliki minat pada cloud machine_learning business_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Software Engineer - Data Infrastructure,applied,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0175,sbert-v2-profile-04302,sbert-v2-job-3dc79c7193b93ae78a30,"Mahasiswa atau early-career candidate untuk Frontend di domain software development. Memiliki minat pada frontend machine_learning javascript data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Mechanical Engineer - Lithium,Marathon Fusion,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0176,sbert-v2-profile-04303,sbert-v2-job-7931a8f573472ace6564,"Mahasiswa atau early-career candidate untuk Data Analysis di domain data ai. Memiliki minat pada data_analysis machine_learning business_analysis digital_marketing, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Praktikum Commercial Operations & Account Management,carwow,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0177,sbert-v2-profile-04304,sbert-v2-job-bf8ec3e2af60b7767fe9,"Mahasiswa atau early-career candidate untuk Qa Testing di domain software development. Memiliki minat pada qa_testing machine_learning business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Product Manager Intern, Shipping",backmarket,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0178,sbert-v2-profile-04305,sbert-v2-job-60306f1d34e63e5a6f53,"Mahasiswa atau early-career candidate untuk Cloud Devops di domain data ai. Memiliki minat pada cloud machine_learning business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Customer Service Advisor,checkatrade,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0179,sbert-v2-profile-04306,sbert-v2-job-40f6fdd011533620f619,"Mahasiswa atau early-career candidate untuk Machine Learning di domain data ai. Memiliki minat pada machine_learning data_analysis cloud business_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Account Executive, SMB - Austin",1password,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0180,sbert-v2-profile-04307,sbert-v2-job-897e532ed7c729c8505f,"Mahasiswa atau early-career candidate untuk Qa Testing di domain data ai. Memiliki minat pada machine_learning qa_testing business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Director of Social Group Services (BCBA certification required),annaautismcare,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0181,sbert-v2-profile-04308,sbert-v2-job-72162a62349d05d3b5a9,"Mahasiswa atau early-career candidate untuk Data Ai di domain data ai. Memiliki minat pada machine_learning data_analysis sql digital_marketing, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Working Student, People & Culture (f/m/d)",blacksemiconductor,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0182,sbert-v2-profile-04309,sbert-v2-job-66968dda70e2445076be,"Mahasiswa atau early-career candidate untuk Software Development di domain software development. Memiliki minat pada machine_learning it_support business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Public Funding Program Specialist,blacksemiconductor,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0183,sbert-v2-profile-04800,sbert-v2-job-c74e87e576c514bcd753,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Software Engineer - Workbench,applied,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0184,sbert-v2-profile-04800,sbert-v2-job-ce2f8f4220f19907bfbb,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Commercial Associate Manager,ankar,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0185,sbert-v2-profile-04800,sbert-v2-job-99d192af0da5094b1e1d,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Client Growth Manager,barnes,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0186,sbert-v2-profile-04800,sbert-v2-job-dcc6566f69b7abafaf54,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Head of Demand Generation,civilgrid,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0187,sbert-v2-profile-04800,sbert-v2-job-d71e13a66d9aed9030a1,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Head of Game Production (Casino Originals),block-labs,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0188,sbert-v2-profile-04800,sbert-v2-job-4a810e7b437359f45cd8,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Principal Product Manager,artsy,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0189,sbert-v2-profile-04800,sbert-v2-job-f4db2d1dd7eb7a0f6a32,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Performance Marketing Lead,almedia,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0190,sbert-v2-profile-04800,sbert-v2-job-f10b974de2642deeb693,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Enterprise Engineer,cartesia,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0191,sbert-v2-profile-04800,sbert-v2-job-232c8a78719a1b95cae1,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Software Engineer - USA,canals,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0192,sbert-v2-profile-04800,sbert-v2-job-7450acdac5fafa239c9e,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Staff Machine Learning Engineer,bjakcareer,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0193,sbert-v2-profile-04800,sbert-v2-job-aff7720d04286d027279,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Immigration Paralegal,barnes,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0194,sbert-v2-profile-04801,sbert-v2-job-ac0669d3bcc187ae649f,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Coach Operations Program Manager,betterup,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0195,sbert-v2-profile-04801,sbert-v2-job-871a3a869eb184c95ded,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Securities Attorney,barnes,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0196,sbert-v2-profile-04801,sbert-v2-job-439e1d3e2ef02407fd1f,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",People Operations Specialist,anysignal,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0197,sbert-v2-profile-04801,sbert-v2-job-5e288ea2be5493991e8d,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Account Executive - Broker Channel,arlo,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0198,sbert-v2-profile-04801,sbert-v2-job-5de11087c9df91b655d4,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Product Manager, AI Agents",assorthealth,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0199,sbert-v2-profile-04801,sbert-v2-job-1ccc54f23575a3e13c7e,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Account Executive,coram-ai,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0200,sbert-v2-profile-04801,sbert-v2-job-4c381873d52bd29ca67e,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Technical Support Engineer,conduit,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0201,sbert-v2-profile-04801,sbert-v2-job-db80daa3ce9603fe447a,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Business Development Representative (French-Speaking),Easygenerator,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0202,sbert-v2-profile-04801,sbert-v2-job-2e0b81578f739d94562a,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",SDR Manager,attio,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0203,sbert-v2-profile-04801,sbert-v2-job-88bc098a8732c14c052a,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Colorado Day Camp Counselor,avid4,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0204,sbert-v2-profile-04801,sbert-v2-job-91d8b46eee9731359c16,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Marketing Lead - Spain,anyvan,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0205,sbert-v2-profile-04802,sbert-v2-job-a2f5412761476ab98311,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Finance Analyst Intern,LeanTech,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0206,sbert-v2-profile-04802,sbert-v2-job-44f82fa94c8da2d349ef,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Inbound Sales Representative, SME & Growth",airwallex,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0207,sbert-v2-profile-04802,sbert-v2-job-59ae01da302e90ec503e,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Staff Backend Engineer,Tools for Humanity,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0208,sbert-v2-profile-04802,sbert-v2-job-c0eaaf858973c4f0b121,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Sales Manager, Commercial",chainalysis-careers,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0209,sbert-v2-profile-04802,sbert-v2-job-75cdbf189e47f0068999,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Learning and Development Lead,cardless,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0210,sbert-v2-profile-04802,sbert-v2-job-72162a62349d05d3b5a9,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Working Student, People & Culture (f/m/d)",blacksemiconductor,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0211,sbert-v2-profile-04802,sbert-v2-job-3645ccccd37457a54297,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Monitoring and Testing Manager,cardless,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0212,sbert-v2-profile-04802,sbert-v2-job-39d632741e002ac69d2b,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Submit your Resume for Future Hiring,credo.ai,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0213,sbert-v2-profile-04802,sbert-v2-job-aff46d120a420248759a,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Legal Teaching Assistant,campus,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0214,sbert-v2-profile-04802,sbert-v2-job-37d336867a65bd7b35de,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Communications & Family Support Coordinator/ Administrative Support,annaautismcare,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0215,sbert-v2-profile-04802,sbert-v2-job-7dc84084914ebe5a766d,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Account Executive - AI Scale Up - Germany,blp-digital,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0216,sbert-v2-profile-04803,sbert-v2-job-e1410028fb47eabe6a1e,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Product Manager, Growth",airops,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0217,sbert-v2-profile-04803,sbert-v2-job-c35a63b9667d9bf66ca7,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Strategy & Operations Manager, Account Management",betterup,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0218,sbert-v2-profile-04803,sbert-v2-job-230c92d3c817d0b42d5e,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Accounting Manager,BranchInsurance,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0219,sbert-v2-profile-04803,sbert-v2-job-33065ffee24806515827,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Social Media Specialist,airapps,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0220,sbert-v2-profile-04803,sbert-v2-job-ae81a4a5fc0cf98dd3ce,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Full-Stack Engineer,classdojo,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0221,sbert-v2-profile-04803,sbert-v2-job-7b34308a312bc23278e9,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Director of Product Design - Payments,airwallex,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0222,sbert-v2-profile-04803,sbert-v2-job-61960b0a3c72e1e8a1ec,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Regional Partner Director- NA,camunda,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0223,sbert-v2-profile-04803,sbert-v2-job-593c8c1f0c0c15303f44,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Procurement Specialist - Field & Subcontractor Operations,aro.homes,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0224,sbert-v2-profile-04803,sbert-v2-job-bbc6d93c688240af247f,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Sales Development Representative,astronomer,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0225,sbert-v2-profile-04803,sbert-v2-job-b39a1e3fbd2955b3da14,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Product Designer,amperos,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0226,sbert-v2-profile-04803,sbert-v2-job-f5b03dad1b89ec500937,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Surgical Technician- PRN,compass-surgical-partners,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0227,sbert-v2-profile-04804,sbert-v2-job-f89271afe56143adff8c,"Mahasiswa atau early-career candidate untuk Machine Learning di domain software development. Memiliki minat pada machine_learning cloud data_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",QA Engineer Intern,GoVenti,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0228,sbert-v2-profile-04804,sbert-v2-job-d65659bfbbd4b20ca220,"Mahasiswa atau early-career candidate untuk Machine Learning di domain software development. Memiliki minat pada machine_learning cloud data_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Partner Alliance Analyst,1password,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0229,sbert-v2-profile-04804,sbert-v2-job-eae6afbb92b428c1de10,"Mahasiswa atau early-career candidate untuk Machine Learning di domain software development. Memiliki minat pada machine_learning cloud data_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Finance & Accounting Senior Associate (f/m/d),bunch,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0230,sbert-v2-profile-04804,sbert-v2-job-f19ab0aede3dacf35d3e,"Mahasiswa atau early-career candidate untuk Machine Learning di domain software development. Memiliki minat pada machine_learning cloud data_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Security Operations Engineer II,bestow,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0231,sbert-v2-profile-04804,sbert-v2-job-8d29b9faabb7995981ff,"Mahasiswa atau early-career candidate untuk Machine Learning di domain software development. Memiliki minat pada machine_learning cloud data_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Data Scientist (w/m/d),billie,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0232,sbert-v2-profile-04804,sbert-v2-job-ca03f9ca96856e220888,"Mahasiswa atau early-career candidate untuk Machine Learning di domain software development. Memiliki minat pada machine_learning cloud data_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Software Engineer — Systems / Real-Time,arago,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
